customer_id,age,region,favorite_team,join_date,membership_tier,season_ticket_yn,purchase_count,total_spent,last_purchase_date,sns_follow_yn,referral_source,attended_games,favorite_seat_section
KBOFAN0002963,62.0,Busan-si,KIA TIGERS,05-02-2017,,0,4.0,191186.0,06/08/2025,1.0,Offline Event,7,Table Seat
KBOFAN0003264,21.0,Busan-si, SSG Landers ,2023.12.03,Silver,n,3.0,158889.0,2023.04.02,0.0,Club Website,9,Premium Box
KBOFAN0002270,44.0,SUWON,SSG LANDERS,2015-10-06,Gold,1,9.0,212842.0,04/14/2024,1.0,Advertisement,5,Outfield
KBOFAN0002159,31.0,Cheongju City,lg twins,2020-06-04,Gold,No,3.0,45612.0,29-07-2024,0.0,SNS,11,Table Seat
KBOFAN0002202,35.0,Daegu,LGTwins,2024.05.30,Silver,Y,,1784174.153,02/24/2023,1.0,Friend Referral,12,Family Zone
KBOFAN0001484,48.0,Daejeon City,KIATigers,2019-02-05,Silver,0,7.0,88260.0,2024.05.19,1.0,SNS,9,Outfield
KBOFAN0004561,54.0,DAEJEON, KIA Tigers ,23-01-2018,Silver,y,6.0,306300.0,2024.11.29,0.0,,9,Outfield
KBOFAN0003024,73.0,Daegu City,NC Dinos,20-02-2019,,No,9.0,601971.0,2023-03-29,,Club Website,9,Table Seat
KBOFAN0003683,60.0, Jeju,kia tigers,2019-10-03,Bronze,n,9.0,174479.0,08-04-2023,1.0,Offline Event,10,Outfield
KBOFAN0004584,30.0, Cheongju, Samsung Lions ,2021.04.08,Gold,Yes,10.0,635003.0,2025-06-29,0.0,Advertisement,8,Table Seat
KBOFAN0001245,36.0, Busan,nc dinos,2022-01-20,Gold,Y,11.0,561985.0,16-05-2025,0.0,Friend Referral,16,Family Zone
KBOFAN0002856,24.0,Daejeon-si,KIATigers,2017-01-03,Bronze,y,7.0,279642.0,2025-04-11,1.0,Friend Referral,11,Premium Box
KBOFAN0004675,58.0,Busan , Lotte Giants ,29-04-2020,,1,5.0,287445.0,22-08-2025,0.0,Club Website,11,Outfield
KBOFAN0003208,45.0,Seoul City,NC Dinos,2021.05.26,Bronze,Y,5.0,56503.0,2025-05-12,1.0,Advertisement,14,Family Zone
KBOFAN0004664,61.0, Changwon,kiwoom heroes,08-05-2015,Gold,No,4.0,143410.0,28-05-2024,1.0,Friend Referral,9,Outfield
KBOFAN0003346,59.0,Daejeon City,HanwhaEagles,2024-11-20,VIP,1,6.0,254072.0,2024.10.01,1.0,Offline Event,14,Table Seat
KBOFAN0004606,36.0,DAEJEON,KIA Tigers,25-09-2018,Silver,y,5.0,30903.0,03-07-2025,1.0,Friend Referral,9,Infield
KBOFAN0001845,38.0,Daejeon City, SSG Landers ,2015-10-25,Silver,Yes,3.0,170736.0,18-11-2024,1.0,Club Website,13,Premium Box
KBOFAN0000450,27.0,Jeju,LotteGiants,29-01-2024,Gold,n,4.0,161092.0,24-05-2025,0.0,SNS,8,
KBOFAN0003026,70.0, Seoul,Hanwha Eagles,2024-03-25,Bronze,No,5.0,292270.0,2025.08.23,1.0,Advertisement,9,Table Seat
KBOFAN0004661,43.0, Seoul,lg twins,2022.08.13,Silver,Yes,6.0,163919.0,2023-04-03,0.0,Advertisement,15,Premium Box
KBOFAN0002497,66.0,Cheongju City,lotte giants,04-12-2023,Gold,1,4.0,158334.0,2023-02-03,1.0,SNS,18,Infield
KBOFAN0002606,46.0, Daejeon,KIA Tigers,2023.03.24,Silver,1,2.0,62154.0,2025-12-30,0.0,Offline Event,7,Table Seat
KBOFAN0000916,40.0,DAEJEON,LOTTE GIANTS,2023-06-13,Bronze,n,4.0,194795.0,2025.03.10,1.0,Advertisement,14,Infield
KBOFAN0002647,21.0,DAEGU,LG Twins,28-08-2023,Silver,N,3.0,0.0,11/12/2025,1.0,Friend Referral,12,Infield
KBOFAN0003781,70.0,DAEGU,samsung lions,03-11-2022,VIP,0,9.0,575532.0,2024-05-01,,Club Website,7,Infield
KBOFAN0003132,31.0,busan, LG Twins ,03/09/2020,Silver,1,6.0,350113.0,2025-02-20,1.0,SNS,12,Table Seat
KBOFAN0000768,23.0,Cheongju ,SSGLanders,2019.12.13,Silver,Yes,9.0,232953.0,2023-07-21,0.0,SNS,5,Outfield
KBOFAN0002790,38.0,Seoul, SSG Landers ,2021.01.11,Gold,No,9.0,221086.0,07/18/2023,1.0,SNS,10,Outfield
KBOFAN0002894,69.0,CHANGWON,lotte giants,2022.06.14,VIP,n,8.0,270743.0,20-01-2023,1.0,SNS,15,Family Zone
KBOFAN0003524,32.0, Gwangju,KIATigers,2016.10.30,Bronze,0,5.0,88338.0,2024-11-06,1.0,Offline Event,12,Family Zone
KBOFAN0000677,45.0,Cheongju ,LGTwins,2022-08-17,Bronze,No,6.0,297667.0,2025-01-21,0.0,SNS,8,Outfield
KBOFAN0002905,54.0,Busan-si, SSG Landers ,28-06-2018,Gold,Y,9.0,330974.0,08-08-2023,1.0,Advertisement,11,Premium Box
KBOFAN0003452,51.0,Seoul-si,LOTTE GIANTS,01-03-2024,Silver,N,5.0,124440.0,2024-11-28,1.0,Club Website,11,Table Seat
KBOFAN0000428,43.0,Suwon ,,2019-01-26,Gold,No,5.0,279222.0,2023-05-29,0.0,Club Website,13,Outfield
KBOFAN0004121,62.0,GWANGJU, Doosan Bears ,2024-07-20,Silver,0,5.0,232879.0,05/24/2024,1.0,Advertisement,15,Infield
KBOFAN0001684,65.0,Daejeon City,Doosan Bears,2022.04.11,,0,8.0,304233.0,2025.02.15,0.0,Friend Referral,11,Infield
KBOFAN0004614,55.0,Daegu City, NC Dinos ,2021-01-21,Bronze,0,3.0,129288.0,2023-11-12,0.0,Club Website,11,Outfield
KBOFAN0003021,22.0,Changwon,SSG Landers,2015-04-21,Gold,1,7.0,304048.0,2023.07.27,1.0,Advertisement,9,Family Zone
KBOFAN0002030,56.0,Incheon ,,2020-02-23,Bronze,Yes,5.0,272545.0,2023.07.11,,Friend Referral,7,Premium Box
KBOFAN0002907,55.0,Incheon , Lotte Giants ,27-04-2016,Bronze,y,3.0,175393.0,21-01-2024,0.0,Advertisement,13,Family Zone
KBOFAN0003719,72.0,Gwangju,LOTTE GIANTS,01/25/2021,Bronze,1,4.0,136353.0,2023-05-02,1.0,SNS,14,Premium Box
KBOFAN0002285,29.0,Busan, LG Twins ,18-02-2021,VIP,N,8.0,28009.0,07/07/2023,0.0,Offline Event,9,Premium Box
KBOFAN0004747,36.0,Daejeon,LG Twins,2018-05-15,Bronze,Yes,,101606.0,2025-12-11,0.0,Club Website,16,Outfield
KBOFAN0003237,72.0,GWANGJU,NC Dinos,2017.09.29,Gold,y,5.0,240034.0,2025-06-03,1.0,Advertisement,13,Premium Box
KBOFAN0004982,54.0,Daejeon-si,KIWOOM HEROES,08/13/2020,Gold,y,7.0,221948.0,2024-10-30,0.0,SNS,13,Outfield
KBOFAN0002753,38.0,, LG Twins ,2024-08-18,Silver,y,3.0,74156.0,2024.02.27,1.0,SNS,8,Family Zone
KBOFAN0001385,37.0,Daegu , Hanwha Eagles ,2015-03-26,VIP,N,6.0,270267.0,2025.11.12,1.0,SNS,15,Premium Box
KBOFAN0004021,55.0,,SSG LANDERS,2024.11.21,Bronze,0,,451105.0,09/11/2024,1.0,Offline Event,12,Infield
KBOFAN0003791,69.0,Jeju,HanwhaEagles,29-09-2018,VIP,0,3.0,147219.0,10/20/2024,0.0,SNS,11,Family Zone
KBOFAN0001768,23.0,Cheongju City,NC DINOS,2022-05-24,Bronze,1,10.0,293953.0,06-10-2023,1.0,SNS,15,Infield
KBOFAN0002562,39.0,Suwon,nc dinos,2021-10-18,Gold,No,10.0,401952.0,2024-11-08,1.0,Advertisement,14,Table Seat
KBOFAN0002129,42.0,JEJU,,2020-02-29,Gold,n,4.0,141894.0,2024.01.15,1.0,Advertisement,12,Infield
KBOFAN0002793,41.0,suwon, NC Dinos ,04/03/2020,Bronze,No,5.0,258427.0,2024.08.25,0.0,Advertisement,16,Premium Box
KBOFAN0002087,73.0,Daejeon,nc dinos,11/05/2019,VIP,N,2.0,75863.0,10/06/2025,1.0,SNS,9,Premium Box
KBOFAN0000789,64.0,Jeju-si,Kiwoom Heroes,11-03-2023,Silver,0,7.0,231386.0,02/07/2025,0.0,SNS,8,Infield
KBOFAN0002168,33.0,Changwon ,lg twins,2024-03-06,Bronze,n,5.0,264054.0,02/21/2023,0.0,SNS,13,Table Seat
KBOFAN0004301,,Cheongju , KIA Tigers ,2023-04-01,Bronze,0,6.0,170757.0,2024-07-31,1.0,Friend Referral,15,Family Zone
KBOFAN0004489,58.0,Daegu-si,LG TWINS,2017-05-05,Gold,N,5.0,293444.0,2024-03-28,1.0,Club Website,8,Infield
KBOFAN0004199,26.0, Incheon,lg twins,2020-01-07,Bronze,Yes,5.0,241071.0,2025-01-16,1.0,Offline Event,11,Family Zone
KBOFAN0002929,57.0,Seoul,lg twins,2018-01-22,Bronze,1,5.0,284092.0,17-08-2024,1.0,Friend Referral,12,Premium Box
KBOFAN0000453,45.0,GWANGJU,NC DINOS,2024.11.20,VIP,Y,6.0,224088.0,07/19/2023,1.0,SNS,12,Family Zone
KBOFAN0001284,29.0,Seoul ,SSG LANDERS,05/10/2017,Gold,1,2.0,33095.0,2023-08-22,1.0,Advertisement,9,Outfield
KBOFAN0000742,57.0,Suwon City,lotte giants,2023-12-27,Bronze,1,4.0,167605.0,02/17/2023,1.0,Offline Event,11,Infield
KBOFAN0002832,55.0,Cheongju, Samsung Lions ,2019.05.30,Bronze,0,8.0,239412.0,2023-12-16,0.0,Club Website,8,Infield
KBOFAN0002644,50.0,Cheongju-si,nc dinos,01/02/2018,Silver,N,8.0,412425.0,06/02/2024,1.0,Advertisement,11,Outfield
KBOFAN0000700,65.0,Daegu-si, Doosan Bears ,2015-10-03,Silver,1,10.0,559791.0,2025.09.20,,Club Website,14,Premium Box
KBOFAN0000767,40.0,Gwangju ,lg twins,2016.11.18,Bronze,1,5.0,95492.0,2025.09.13,1.0,SNS,13,Outfield
KBOFAN0003612,47.0,BUSAN, KIA Tigers ,2016-06-15,Gold,No,8.0,228043.0,2024-10-05,0.0,SNS,14,Infield
KBOFAN0004531,26.0,Cheongju City, Hanwha Eagles ,2020.02.19,Bronze,Y,5.0,101872.0,09/21/2025,0.0,Offline Event,10,Premium Box
KBOFAN0002064,59.0,Cheongju, Lotte Giants ,2022-09-08,Bronze,n,10.0,423849.0,11-01-2025,1.0,Offline Event,9,Premium Box
KBOFAN0002154,38.0,Daegu-si,SSG LANDERS,2016.02.29,VIP,0,3.0,90114.0,23-12-2025,1.0,Advertisement,12,Table Seat
KBOFAN0002831,31.0,Seoul-si,samsung lions,09/13/2017,Bronze,y,5.0,229805.0,14-06-2025,,Club Website,14,Table Seat
KBOFAN0004355,30.0,Daegu , Kiwoom Heroes ,02-10-2015,Silver,0,3.0,104199.0,03/19/2024,0.0,Club Website,13,Family Zone
KBOFAN0001407,43.0,Daejeon City,Hanwha Eagles,2018-04-30,,N,9.0,434603.0,24-05-2024,1.0,Advertisement,7,Premium Box
KBOFAN0003842,42.0,Seoul City,SSG Landers,01/13/2022,Silver,Yes,8.0,251312.0,2024-12-02,0.0,SNS,8,Infield
KBOFAN0003645,57.0,Cheongju,Doosan Bears,13-10-2018,Silver,n,14.0,549258.0,2023-03-02,1.0,Club Website,10,Family Zone
KBOFAN0003751,21.0,Suwon-si,LG TWINS,05/23/2024,Bronze,Yes,5.0,276636.0,2024.02.21,1.0,Advertisement,8,Table Seat
KBOFAN0001983,56.0,Incheon City,KIA Tigers,2016-04-16,Silver,0,4.0,243097.0,2023-08-06,1.0,Club Website,9,Outfield
KBOFAN0000139,17.0, Seoul,DOOSAN BEARS,2018-04-01,Gold,0,9.0,365564.0,2024-08-05,0.0,SNS,9,Outfield
KBOFAN0001366,62.0,Daejeon-si,SSG LANDERS,2020-05-16,Silver,Y,6.0,179599.0,28-03-2025,0.0,Offline Event,14,Premium Box
KBOFAN0003222,53.0,Incheon-si,NC DINOS,2016.12.18,Gold,Yes,3.0,182701.0,14-06-2025,1.0,Offline Event,13,Table Seat
KBOFAN0001950,74.0, Cheongju,lg twins,2017-02-08,Silver,No,6.0,103037.0,2025.02.25,0.0,Offline Event,10,Premium Box
KBOFAN0001858,27.0,Suwon,,2017-06-09,Silver,n,5.0,104966.0,2025.11.05,1.0,Offline Event,12,Table Seat
KBOFAN0003256,49.0,Seoul-si,NC DINOS,2016-02-29,VIP,y,5.0,289334.0,2025-04-11,0.0,Friend Referral,10,Premium Box
KBOFAN0004911,64.0,gwangju,Doosan Bears,31-07-2023,Bronze,y,6.0,99224.0,16-11-2024,1.0,Offline Event,19,Premium Box
KBOFAN0003276,37.0,JEJU, Hanwha Eagles ,2021-08-31,Bronze,0,6.0,360550.0,2025-07-01,1.0,Friend Referral,13,Premium Box
KBOFAN0000471,30.0,Jeju , Samsung Lions ,2017-05-07,Silver,Yes,4.0,183578.0,2025-12-27,,Offline Event,12,Infield
KBOFAN0002731,28.0,DAEGU,lotte giants,2021-08-27,Bronze,N,8.0,237483.0,2023.01.19,1.0,Club Website,10,Outfield
KBOFAN0001061,72.0,Jeju,LG Twins,2021.06.21,Silver,N,10.0,419581.0,05/23/2023,1.0,Club Website,13,Family Zone
KBOFAN0000733,46.0,Seoul ,NC Dinos,03-07-2016,Silver,0,0.0,0.0,30-07-2023,0.0,SNS,11,Table Seat
KBOFAN0004974,74.0, Jeju,doosan bears,16-03-2021,Bronze,N,7.0,420668.0,2024-06-23,0.0,Advertisement,14,Premium Box
KBOFAN0000890,53.0, Daejeon, Doosan Bears ,13-01-2015,Bronze,Yes,7.0,262079.0,2025-12-06,0.0,SNS,12,Family Zone
KBOFAN0001538,17.0, Changwon,kia tigers,2015-07-07,,0,6.0,227146.0,2023.05.18,,Advertisement,6,Family Zone
KBOFAN0004913,39.0,Jeju,KiwoomHeroes,11/24/2019,VIP,Yes,8.0,351464.0,2025.09.22,1.0,Advertisement,9,Infield
KBOFAN0004187,35.0,Jeju-si,SSGLanders,06-11-2022,Bronze,n,6.0,104594.0,2025-11-28,0.0,Advertisement,11,Premium Box
KBOFAN0004601,25.0,Changwon, Kiwoom Heroes ,07/30/2022,Bronze,N,10.0,103477.0,19-12-2023,0.0,Club Website,12,Outfield
KBOFAN0002741,35.0,Changwon-si,LGTwins,30-05-2015,VIP,0,5.0,246402.0,01/08/2023,0.0,Friend Referral,13,Table Seat
KBOFAN0000641,75.0,,KIA TIGERS,2016-04-14,Silver,0,4.0,171778.0,2024-03-03,0.0,Offline Event,10,Outfield
KBOFAN0004020,67.0,Incheon City,LOTTE GIANTS,01-07-2022,Bronze,Y,3.0,142206.0,01-05-2024,0.0,Friend Referral,9,Infield
KBOFAN0000208,31.0,suwon,doosan bears,2018.05.05,VIP,No,6.0,162947.0,2023-03-21,0.0,SNS,11,
KBOFAN0003065,31.0,Gwangju, Samsung Lions ,2023.07.09,Bronze,1,3.0,129129.0,2025.11.08,0.0,Club Website,9,Infield
KBOFAN0002954,39.0,Daegu ,Samsung Lions,2021.04.28,Bronze,1,5.0,50763.0,22-07-2023,0.0,Club Website,13,Table Seat
KBOFAN0004471,52.0,Suwon City,HANWHA EAGLES,2017-07-20,Gold,N,5.0,2846127.421,12-07-2023,,Club Website,10,Infield
KBOFAN0004380,64.0,Jeju-si,LOTTE GIANTS,28-10-2023,VIP,n,6.0,147754.0,2025-11-18,1.0,SNS,6,Premium Box
KBOFAN0004796,29.0,Cheongju-si,Samsung Lions,22-02-2019,Silver,n,6.0,157457.0,11-05-2023,1.0,Offline Event,12,Premium Box
KBOFAN0003418,18.0, Incheon,lg twins,07-04-2015,Bronze,0,5.0,177442.0,2023-07-06,1.0,SNS,14,Outfield
KBOFAN0001145,61.0,Busan,Samsung Lions,2021.03.19,,y,6.0,147698.0,19-11-2025,1.0,SNS,9,Outfield
KBOFAN0002133,31.0,Daejeon,KIATigers,03-02-2016,Bronze,1,,215704.0,2024.09.10,1.0,Advertisement,12,Outfield
KBOFAN0002702,42.0, Incheon, NC Dinos ,20-10-2023,Bronze,N,1.0,33359.0,2025-02-28,0.0,Offline Event,9,Infield
KBOFAN0003382,57.0,Incheon , Kiwoom Heroes ,11/03/2018,Gold,n,14.0,554605.0,08/11/2023,1.0,Advertisement,10,Premium Box
KBOFAN0004596,63.0,Changwon City,SSG Landers,2019-07-26,Gold,n,10.0,214203.0,2024.11.07,0.0,Offline Event,12,Infield
KBOFAN0002973,34.0, Busan,KTWiz,27-09-2021,Bronze,1,8.0,311482.0,2024-10-08,1.0,Friend Referral,9,Premium Box
KBOFAN0001180,48.0,,HanwhaEagles,2024-04-05,Silver,1,7.0,319605.0,2023-09-23,1.0,Friend Referral,15,Infield
KBOFAN0002769,22.0,Daejeon City,kt wiz,2016.04.26,Bronze,0,8.0,159792.0,30-12-2025,1.0,Club Website,11,Family Zone
KBOFAN0001540,17.0,Suwon City,SSG Landers,2018-06-18,VIP,Y,14.0,445963.0,2023-06-11,1.0,Advertisement,13,Outfield
KBOFAN0004010,70.0,Incheon,DOOSAN BEARS,2019-04-12,Bronze,n,2.0,64092.0,2024-10-23,1.0,SNS,11,
KBOFAN0002728,60.0,Incheon City,lg twins,01/26/2016,Silver,N,6.0,274728.0,29-11-2023,0.0,Friend Referral,9,Family Zone
KBOFAN0000189,72.0,Incheon-si, Kiwoom Heroes ,21-10-2021,Silver,y,9.0,321105.0,02-02-2025,0.0,Friend Referral,8,
KBOFAN0000434,41.0,daejeon,SamsungLions,02-08-2023,Silver,y,5.0,88502.0,2025-04-17,1.0,Club Website,5,Family Zone
KBOFAN0004997,48.0,Incheon-si,nc dinos,2016-07-10,Silver,Yes,8.0,367595.0,2024-07-23,0.0,Offline Event,6,Table Seat
KBOFAN0003048,19.0,CHANGWON,SAMSUNG LIONS,20-10-2016,Silver,0,4.0,119848.0,2025-05-09,0.0,Club Website,5,Outfield
KBOFAN0004776,31.0, Seoul,lg twins,2023.06.09,Silver,1,4.0,236282.0,2024-04-06,0.0,Club Website,7,Premium Box
KBOFAN0004202,71.0,Daejeon City,SSGLanders,15-12-2015,Bronze,y,5.0,107985.0,07/25/2023,1.0,Club Website,9,Outfield
KBOFAN0000505,31.0,Busan-si,KiwoomHeroes,2019.11.07,VIP,1,3.0,109728.0,2023-10-06,1.0,Club Website,11,Table Seat
KBOFAN0001676,47.0,Suwon,lg twins,2017-05-09,Bronze,0,6.0,91969.0,04/16/2025,1.0,SNS,7,Family Zone
KBOFAN0004932,39.0, Daejeon, Samsung Lions ,05/12/2019,Silver,Y,4.0,210344.0,21-06-2023,0.0,SNS,10,Outfield
KBOFAN0003629,16.0,Gwangju-si, Lotte Giants ,2022-02-01,Gold,1,10.0,401797.0,2023-07-31,0.0,Friend Referral,11,Outfield
KBOFAN0001662,45.0,Incheon-si,LG TWINS,2020-02-22,Gold,Y,2.0,66827.0,2025.09.11,1.0,Advertisement,5,Outfield
KBOFAN0002457,35.0,Incheon , LG Twins ,23-01-2024,VIP,n,3.0,65991.0,01-03-2024,0.0,Offline Event,11,Outfield
KBOFAN0000738,51.0, Cheongju, NC Dinos ,27-07-2017,Bronze,1,9.0,547326.0,2024-01-14,0.0,Offline Event,9,Outfield
KBOFAN0001458,29.0,Seoul-si,KIATigers,11/28/2020,Gold,n,5.0,412013.0,2025-11-22,0.0,Offline Event,15,Table Seat
KBOFAN0001791,36.0,DAEJEON,KIA TIGERS,05/25/2022,Silver,N,3.0,121829.0,2024.04.10,,SNS,11,Premium Box
KBOFAN0000801,67.0,Jeju City,KTWiz,2020.09.18,Gold,N,4.0,188470.0,2023.02.04,0.0,Friend Referral,13,Infield
KBOFAN0001645,68.0,Daejeon ,SAMSUNG LIONS,05-07-2022,Silver,0,4.0,82063.0,08/19/2023,0.0,Offline Event,7,Premium Box
KBOFAN0002538,25.0,seoul,doosan bears,2019-12-02,Bronze,Yes,3.0,93404.0,08/01/2023,1.0,Club Website,18,Family Zone
KBOFAN0001445,40.0,Seoul City,NC DINOS,2017.01.14,Gold,n,9.0,262369.0,31-03-2025,0.0,SNS,14,Outfield
KBOFAN0003853,42.0,Gwangju , Doosan Bears ,12/03/2023,Gold,n,6.0,122573.0,25-11-2023,0.0,Friend Referral,12,Outfield
KBOFAN0001675,40.0, Daejeon,KIATigers,04-06-2017,Silver,Yes,7.0,310155.0,06-10-2024,1.0,SNS,13,Infield
KBOFAN0003627,57.0, Incheon,lotte giants,2021-07-01,Silver,No,3.0,102339.0,2023-12-27,0.0,SNS,13,Outfield
KBOFAN0001290,65.0, Suwon,KT Wiz,2017.03.01,Silver,Yes,8.0,47538.0,05/29/2025,0.0,Offline Event,14,Outfield
KBOFAN0002732,71.0,Busan-si,KIATigers,2015-12-10,Gold,1,10.0,146073.0,2024-09-02,0.0,SNS,9,Family Zone
KBOFAN0004834,68.0, Jeju,lotte giants,15-02-2023,Silver,Y,7.0,176867.0,2024-04-09,1.0,SNS,10,Premium Box
KBOFAN0000055,,Daegu-si,samsung lions,2021-06-11,,1,5.0,244509.0,2025-11-18,,Club Website,9,Infield
KBOFAN0004704,21.0,Busan,KIA TIGERS,2024-05-22,Gold,No,5.0,152780.0,08/17/2025,1.0,Friend Referral,12,Family Zone
KBOFAN0004289,31.0,Gwangju-si,Kiwoom Heroes,2022-11-07,,y,4.0,202451.0,2024-02-14,1.0,SNS,13,Premium Box
KBOFAN0004423,31.0,Daegu City,LGTwins,2018-04-27,Bronze,No,8.0,266011.0,2024-06-27,1.0,Club Website,9,Table Seat
KBOFAN0001147,20.0,Changwon,KIA TIGERS,10/03/2019,Gold,No,7.0,327029.0,2025.12.31,0.0,Advertisement,10,Family Zone
KBOFAN0004732,50.0,seoul,KT Wiz,2020.04.28,Silver,n,10.0,203129.0,2023.03.23,1.0,SNS,13,Outfield
KBOFAN0000460,53.0,daegu, KIA Tigers ,07/26/2018,Gold,0,7.0,221181.0,2024.08.27,1.0,Friend Referral,14,Family Zone
KBOFAN0003925,40.0,suwon,Hanwha Eagles,01/08/2015,Bronze,N,8.0,299028.0,2024-11-25,1.0,Friend Referral,14,Table Seat
KBOFAN0004080,51.0,Seoul City,NC Dinos,09/30/2021,Bronze,n,8.0,304417.0,05/06/2024,0.0,Advertisement,12,Infield
KBOFAN0004874,50.0,Incheon,LGTwins,01-01-2022,,1,10.0,275242.0,2024.01.22,0.0,Club Website,11,Family Zone
KBOFAN0000682,41.0,Jeju-si,KTWiz,2020-09-30,Bronze,n,7.0,344787.0,2023-07-16,0.0,Advertisement,9,Premium Box
KBOFAN0003840,30.0,Incheon,NCDinos,02/01/2017,Bronze,Y,4.0,131625.0,2025.04.19,1.0,Club Website,13,Premium Box
KBOFAN0003577,45.0,incheon,SamsungLions,2019-02-04,VIP,Yes,7.0,235584.0,2024.06.15,1.0,Club Website,13,Table Seat
KBOFAN0001838,73.0,Suwon City,DoosanBears,04/17/2018,Bronze,0,2.0,42305.0,2025-04-11,1.0,,9,Family Zone
KBOFAN0002523,,busan,LGTwins,2023-02-06,,No,5.0,146615.0,2024-05-25,0.0,Offline Event,11,Outfield
KBOFAN0000329,48.0,,,13-01-2020,VIP,n,5.0,114931.0,2025-04-15,1.0,Club Website,18,Family Zone
KBOFAN0002879,32.0,gwangju,SSG Landers,2022-11-30,Silver,1,12.0,431195.0,09/27/2025,0.0,,9,Outfield
KBOFAN0000211,70.0,Gwangju ,KIA TIGERS,20-08-2018,Gold,1,7.0,309849.0,2025-12-22,1.0,Friend Referral,12,Family Zone
KBOFAN0004283,27.0, Busan,LGTwins,2019-12-18,Gold,n,7.0,276206.0,2024-11-23,,Club Website,8,Premium Box
KBOFAN0002420,61.0, Jeju,SamsungLions,2016-06-05,Bronze,1,5.0,148151.0,16-03-2025,0.0,Offline Event,11,Infield
KBOFAN0004064,36.0,Cheongju-si,KIATigers,2023-08-14,Gold,Yes,10.0,339449.0,2024-10-30,0.0,SNS,14,Infield
KBOFAN0002461,65.0, Daegu,LOTTE GIANTS,2017.05.30,Silver,y,10.0,499940.0,2023-12-01,0.0,Advertisement,7,Family Zone
KBOFAN0001522,50.0,jeju,LG Twins,08-03-2017,VIP,1,8.0,333104.0,2025.04.08,0.0,Offline Event,11,Table Seat
KBOFAN0003563,18.0,busan,doosan bears,2024-07-03,Gold,N,3.0,119859.0,09/11/2025,1.0,Club Website,11,Table Seat
KBOFAN0000373,40.0,Busan-si, LG Twins ,2021-12-11,Bronze,Yes,9.0,411168.0,2023-05-06,0.0,Club Website,15,Infield
KBOFAN0004063,41.0,Suwon City,HANWHA EAGLES,2023-08-07,Silver,Yes,11.0,359197.0,09/04/2024,0.0,SNS,7,Family Zone
KBOFAN0004240,56.0, Seoul, Samsung Lions ,26-07-2019,Bronze,No,7.0,393801.0,26-04-2025,0.0,Friend Referral,9,Table Seat
KBOFAN0000595,54.0,Changwon, Kiwoom Heroes ,10/12/2016,Bronze,Yes,5.0,210226.0,2024-08-18,1.0,Friend Referral,14,Premium Box
KBOFAN0003895,74.0,Cheongju, Samsung Lions ,2020.12.09,Gold,No,10.0,213846.0,2025-05-27,,Offline Event,16,Family Zone
KBOFAN0004937,59.0,Jeju, Kiwoom Heroes ,2019-10-04,Silver,Y,2.0,66225.0,07/26/2025,0.0,SNS,10,Premium Box
KBOFAN0004995,58.0,Changwon ,Samsung Lions,2023-06-18,Silver,N,8.0,361176.0,2023-10-16,0.0,Advertisement,4,Premium Box
KBOFAN0000652,48.0,daegu,KIATigers,26-12-2016,Silver,Y,6.0,366118.0,01/07/2023,0.0,SNS,10,Table Seat
KBOFAN0001507,75.0,Gwangju-si,HanwhaEagles,2018-01-18,Silver,No,8.0,431604.0,2025.10.15,0.0,Club Website,10,Family Zone
KBOFAN0003426,36.0,Seoul-si,LotteGiants,2017-09-22,Silver,No,3.0,65895.0,2023-01-09,0.0,SNS,8,Family Zone
KBOFAN0002027,72.0,Daegu City,KIA TIGERS,13-02-2021,Bronze,N,3.0,124053.0,14-05-2024,1.0,Club Website,12,Premium Box
KBOFAN0003344,27.0, Daejeon,NC DINOS,2020.05.08,Gold,Y,4.0,105439.0,10-06-2025,0.0,Friend Referral,8,Family Zone
KBOFAN0004879,59.0,Daejeon City,kia tigers,07-06-2023,Bronze,No,9.0,379870.0,2023-06-09,0.0,Club Website,8,Premium Box
KBOFAN0001906,,suwon,LOTTE GIANTS,2018-05-31,Bronze,y,5.0,44290.0,2024-11-28,1.0,Advertisement,17,Premium Box
KBOFAN0000962,63.0,Cheongju-si,KT WIZ,19-09-2021,Gold,1,6.0,170783.0,12/10/2023,1.0,SNS,10,Premium Box
KBOFAN0004404,56.0,Suwon-si,doosan bears,2017-07-03,Bronze,n,7.0,141348.0,2024-12-24,1.0,SNS,7,Infield
KBOFAN0003932,61.0,INCHEON, Kiwoom Heroes ,2016-12-07,Bronze,Yes,13.0,250916.0,2023-02-02,1.0,Offline Event,12,Table Seat
KBOFAN0002838,23.0,cheongju,SSGLanders,11/17/2015,Bronze,Y,17.0,408504.0,2024-12-13,0.0,SNS,7,Infield
KBOFAN0004433,19.0,Changwon-si,LotteGiants,03/21/2017,VIP,y,7.0,208957.0,04/08/2025,0.0,Friend Referral,8,Family Zone
KBOFAN0004788,60.0, Daegu, SSG Landers ,09/15/2017,Bronze,Yes,4.0,157675.0,09/06/2025,1.0,Advertisement,9,Table Seat
KBOFAN0002712,59.0,Incheon,SSG Landers,07/23/2019,Silver,1,5.0,261103.0,2025-10-27,0.0,Friend Referral,11,Infield
KBOFAN0004082,38.0,Jeju City,SamsungLions,2016-10-21,VIP,No,6.0,293141.0,2023-04-27,1.0,Friend Referral,13,Family Zone
KBOFAN0004663,53.0,Cheongju City,nc dinos,02-08-2018,VIP,Yes,7.0,215330.0,12/12/2023,1.0,SNS,14,
